title,description,nace_label
"['helper', 'gas', 'water', 'sanitation']","['ready', 'job', 'change', 'watch', 'job', 'week', 'right', 'gas', 'water', 'sanitation', 'helper', 'varied', 'fulltime', 'job', 'offer', 'new', 'entry', 'point', 'advancement', 'part', 'temporary', 'employment', 'option', 'taken', 'job', 'everything', 'also', 'benefit', 'good', 'chance', 'taken', 'access', 'longterm', 'assignment', 'regional', 'company', 'close', 'live', 'discount', '200', 'wellknown', 'provider', 'assumption', 'cost', 'occupational', 'medical', 'examination', 'offer', 'advance', 'payment', 'wondering', 'gas', 'water', 'plumbing', 'helper', 'auxiliary', 'work', 'plumbing', 'ancillary', 'maintenance', 'repair', 'work', 'auxiliary', 'work', 'heating', 'ventilation', 'construction', 'supporting', 'work', 'gas', 'water', 'heating', 'sanitary', 'installation', 'requirement', 'getting', 'started', 'arwa', 'personaldienstleistungen', 'gmbh', 'kirchhain', 'show', 'u', 'strength', 'resilience', 'willingness', 'learn', 'motivationwillingness', 'perform', 'ability', 'work', 'team', 'reliability', 'talent', 'crafting', 'knowledge', 'plumbing', 'heating', 'system', 'sanitary', 'installation', 'sound', 'good', 'get', 'know', 'best', 'come', 'directly', 'office', 'without', 'ifs', 'without', 'appointment']","['water', 'supply', 'sewerage', 'waste', 'management', 'remediation', 'activity']"
"['arborist']","['specialist', 'tree', 'care', 'tree', 'restoration', 'felling', 'wanted', 'arborist', '71287', 'weissach', 'task', 'professional', 'tree', 'care', 'using', 'rope', 'climbing', 'technology', 'aerial', 'work', 'platform', 'professional', 'tree', 'felling', 'tree', 'control', 'landscape', 'maintenance', 'task', 'profile', 'qualification', 'specialist', 'farmer', 'tree', 'care', 'tree', 'sanitation', 'faw', 'european', 'tree', 'worker', 'etw', 'corresponding', 'training', 'alternatively', 'forester', 'garden', 'landscaper', 'experience', 'tree', 'care', 'training', 'least', 'skta', 'driving', 'license', 'others', 'desirable', 'willingness', 'perform', 'physical', 'resilience', 'experience', 'handling', 'chainsaw', 'aerial', 'work', 'platform', 'offered', 'varied', 'working', 'day', 'harmonious', 'working', 'atmosphere', 'friendly', 'team', 'individual', 'development', 'training', 'opportunity', 'aboveaverage', 'punctual', 'payment', 'uptodate', 'safe', 'personal', 'safety', 'equipment', 'working', 'modern', 'machine', 'tool', 'sound', 'good', 'apply', 'look', 'forward', 'forest', 'galabau', 'tree', 'care', 'gardener', 'tree', 'control']","['agriculture', 'forestry', 'fishing']"
"['green', 'space', 'caretakergardener', '450', 'basis']","['u', 'live', 'online', 'salvage', 'auction', 'name', 'copart', 'million', 'vehicle', 'sold', 'worldwide', 'leading', 'online', 'provider', 'american', 'nasdaq', 'company', 'conviction', 'speed', 'action', 'characterize', 'dna', 'usa', 'canada', 'great', 'britain', 'spain', 'want', 'conquer', 'german', 'market', 'well', 'ready', 'part', 'success', 'story', 'offer', 'looking', 'futureoriented', 'diverse', 'varied', 'job', 'international', 'environment', 'düsseldorf', 'right', 'thing', 'offer', 'modern', 'safe', 'workplace', 'flat', 'hierarchy', 'family', 'environment', 'highly', 'motivated', 'team', 'could', 'soon', 'task', 'copart', 'expect', 'job', 'top', 'employer', 'live', 'flat', 'hierarchy', 'short', 'decisionmaking', 'process', 'task', 'include', 'maintenance', 'green', 'space', 'implementation', 'grass', 'tree', 'hedge', 'trimming', 'repair', 'path', 'green', 'space', 'cleaning', 'work', 'removing', 'leaf', 'winter', 'service', 'premise', 'bring', 'experience', 'field', 'green', 'space', 'maintenance', 'diligence', 'work', 'activity', 'handling', 'associated', 'tool', 'machine', 'work', 'efficiency', 'independence', 'readiness', 'winter', 'service', 'pleasure', 'activity', 'good', 'knowledge', 'german']","['agriculture', 'forestry', 'fishing']"
"['helper', 'green', 'area', 'maintenance', 'immediately']","['ready', 'job', 'change', 'watch', 'job', 'week', 'right', 'helper', 'green', 'area', 'maintenance', 'varied', 'parttime', 'job', 'morning', 'offer', 'new', 'entry', 'point', 'advancement', 'part', 'temporary', 'employment', 'option', 'taken', 'job', 'everything', 'also', 'benefit', 'remuneration', 'according', 'igzdgb', 'collective', 'agreement', 'industry', 'surcharge', 'longterm', 'use', 'customer', 'company', 'friendly', 'personable', 'team', 'contact', 'person', 'site', 'availability', 'beyond', 'working', 'hour', 'offer', 'advance', 'payment', 'wondering', 'helper', 'green', 'space', 'maintenance', 'hedge', 'trimming', 'cut', 'lawn', 'maintenance', 'green', 'area', 'pruning', 'shrub', 'hedge', 'cut', 'tree', 'bush', 'care', 'flower', 'general', 'assistance', 'supervisor', 'requirement', 'getting', 'started', 'arwa', 'personaldienstleistungen', 'gmbh', 'heikendorf', 'show', 'u', 'strength', 'resilience', 'flexibility', 'motivationwillingness', 'perform', 'diligenceaccuracy', 'reliability', 'talent', 'tree', 'care', 'pruning', 'garden', 'green', 'space', 'maintenance', 'hedge', 'shrub', 'trimming', 'sound', 'good', 'get', 'know', 'best', 'come', 'directly', 'office', 'without', 'ifs', 'without', 'appointment']","['agriculture', 'forestry', 'fishing']"
"['full', 'stack', 'web', 'developer']","['clean', 'code', 'new', 'technology', 'exactly', 'thing', 'perfect', 'become', 'part', 'dedicated', 'development', 'team', 'bremen', '100', 'remote', 'work', 'u', 'challenging', 'problem', 'exciting', 'customer', 'project', 'task', 'develop', 'modern', 'highperformance', 'website', 'customer', 'responsible', 'complete', 'conceptual', 'technical', 'realization', 'frontend', 'backend', 'work', 'experienced', 'colleague', 'team', 'complex', 'project', 'develop', 'individual', 'theme', 'block', 'wordpress', 'gutenberg', 'design', 'program', 'wordpress', 'plugins', 'take', 'care', 'development', 'existing', 'new', 'web', 'project', 'customer', 'close', 'security', 'gap', 'build', 'new', 'element', 'feature', 'optimize', 'website', 'technical', 'perspective', 'take', 'interface', 'connection', 'various', 'external', 'system', 'eg', 'via', 'rest', 'api', 'support', 'customer', 'project', 'technical', 'knowhow', 'convince', 'u', 'relevant', 'experience', 'web', 'development', 'good', 'knowledge', 'php', 'javascript', 'html', 'scsssass', 'good', 'knowledge', 'reactpreact', 'npm', 'composer', 'experienced', 'dealing', 'git', 'quick', 'grasp', 'team', 'sociable', 'advantageous', 'already', 'experience', 'framework', 'like', 'symfony', 'nextjs', 'virtualization', 'via', 'dockervirtual', 'box', 'python', 'django', 'flask', 'cicd', 'auto', 'deployment', 'offer', 'close', 'cooperation', 'coordination', 'within', 'wellestablished', 'experienced', 'agile', 'development', 'team', 'firstclass', 'technical', 'equipment', 'awaits', 'personal', 'worklife', 'balance', 'working', 'hour', 'flexible', 'work', 'home', 'happy', 'arrange', 'workation', 'consultation', 'ensure', 'steep', 'learning', 'curve', 'invest', 'development', 'addition', 'internal', 'workshop', 'regularly', 'take', 'part', 'exciting', 'webinars', 'conference', 'trade', 'fair', 'constructiv', 'climate', 'neutral', 'every', 'hour', 'worked', 'plant', 'tree', 'kenya', 'support', 'various', 'sustainability', 'project', 'health', 'important', 'u', 'happy', 'subsidize', 'qualitrain', 'membership', 'give', 'access', 'many', 'sport', 'activity', 'well', 'looked', 'office', 'free', 'fresh', 'fruit', 'drink', 'goodie', 'top', 'attractive', 'employee', 'discount', 'corporate', 'benefit', 'regular', 'team', 'event', 'special', 'day', 'birthday', 'last', 'least', 'world', 'best', 'colleague', 'await', 'warmly', 'welcome', 'great', 'helpfulness', 'always', 'open', 'ear']","['professional', 'scientific', 'technical', 'activity']"
"['cemetery', 'gardener', 'trainer']","['first', 'climateneutral', 'cemetery', 'looking', 'cemetery', 'gardener', 'trainer', 'cemetery', 'warden', 'foreman', 'place', 'work', 'hamburg', 'braake', 'offered', 'remuneration', 'according', 'church', 'employee', 'collective', 'agreement', 'additional', 'pension', 'provision', 'subsidy', 'profiticket', 'hvv', 'use', 'public', 'transport', 'around', 'hamburg', '30', 'day', 'holiday', '5day', 'week', 'two', 'annual', 'special', 'payment', 'interesting', 'secure', 'job', 'professional', 'personal', 'competence', 'promoted', 'advanced', 'training', 'good', 'working', 'atmosphere', 'task', 'training', 'trainee', 'team', 'two', 'trainer', 'independent', 'operation', '25ha', 'village', 'cemetery', 'braak', 'independent', 'execution', 'grave', 'monument', 'inspection', 'cemetery', 'deputizing', 'manager', 'deputy', 'unable', 'instructing', 'leading', 'small', 'working', 'group', 'independent', 'tree', 'control', 'cemetery', 'execution', 'cemetery', 'gardening', 'work', 'demanding', 'new', 'planting', 'seasonal', 'planting', 'responsible', 'supervision', 'one', 'first', 'autonomous', 'irrigation', 'robot', 'germany', 'profile', 'training', 'cemetery', 'gardener', 'gardener', 'gardening', 'landscaping', 'qualification', 'trainer', 'willingness', 'acquire', 'training', 'part', 'employment', 'qualification', 'fll', 'certified', 'tree', 'inspector', 'willingness', 'acquire', 'training', 'part', 'employment', 'ability', 'willingness', 'lead', 'trainee', 'team', 'cooperatively', 'manager', 'desire', 'innovative', 'technology', 'watering', 'robot', 'digital', 'system', 'digitization', 'cemetery', 'gardening', 'austrainer', 'cemetery', 'gardening', 'cemetery', 'hamburg', 'rahlstedt', 'braak', 'gardener', 'gardener', 'master', 'horticultural', 'technician', 'landscaping', 'gardener', 'gardener', 'master', 'horticultural', 'technician']","['agriculture', 'forestry', 'fishing']"
"['tree', 'care', 'helper', 'career', 'changer']","['wanted', 'career', 'changer', 'tree', 'care', 'tree', 'restoration', 'felling', 'tree', 'care', 'assistant', 'career', 'changer', '71287', 'weissach', 'profile', 'sportive', 'rock', 'andor', 'sport', 'climber', 'enjoy', 'working', 'outdoors', 'bring', 'manual', 'skill', 'interested', 'lateral', 'entry', 'tree', 'care', 'especially', 'rope', 'climbing', 'technology', 'offered', 'varied', 'working', 'day', 'harmonious', 'working', 'atmosphere', 'friendly', 'team', 'individual', 'development', 'training', 'opportunity', 'aboveaverage', 'punctual', 'payment', 'uptodate', 'safe', 'personal', 'equipment', 'working', 'modern', 'machine', 'tool', 'career', 'changer', 'tree', 'care', 'learn', 'necessary', 'technical', 'knowledge', 'skill', 'tree', 'care', 'addition', 'offer', 'particularly', 'motivated', 'applicant', 'following', 'qualification', 'opportunity', 'chainsaw', 'certificate', 'asbaumi', 'asbaumii', 'climbing', 'license', 'skta', 'sktb', 'ce', 'truck', 'driver', 'license', 'sound', 'good', 'apply', 'look', 'forward', 'forest', 'galabau', 'tree', 'care', 'gardener', 'tree', 'inspection', 'lateral', 'entry', 'climbing']","['agriculture', 'forestry', 'fishing']"
"['salesperson', 'sale', 'advisor', 'customer', 'advisor', 'gardener', 'garden', 'supply']","['gardener', 'salesperson', 'sale', 'advisor', 'gardener', 'garden', 'supply', 'plantskölle', 'family', 'business', '200year', 'tradition', 'run', '13', 'adventure', 'garden', 'center', 'throughout', 'germany', 'motto', 'ldquothe', 'customer', 'guestsrdquo', 'always', 'uptodate', 'range', 'fresh', 'good', 'addition', 'gardening', 'tree', 'nursery', 'two', 'location', 'attach', 'great', 'importance', 'highest', 'quality', 'product', 'regularly', 'analyzed', 'external', 'institute', 'tested', 'family', 'garden', 'green', 'future', 'grows', 'u', 'pay', 'travel', 'allowance', 'daily', 'commute', 'record', 'working', 'hour', 'minute', 'least', '28', 'day', 'vacation', 'provide', 'workwear', 'employee', 'receive', 'staff', 'purchase', 'discount', 'range', 'offer', 'wide', 'range', 'specialist', 'product', 'range', 'training', 'course', 'help', 'pflanzenkölle', 'employee', 'pc', 'program', 'mpp', 'current', 'computer', 'technology', 'also', 'used', 'privately', 'employee', 'opportunity', 'obtain', 'job', 'bike', 'attractive', 'condition', 'reward', 'referring', 'new', 'employee', 'employee', 'referral', 'program', 'receive', 'small', 'gift', 'special', 'occasion', 'easter', 'christmas', 'birthday', 'offer', 'individual', 'company', 'pension', 'scheme', 'graduated', 'employer', 'contribution', 'based', 'length', 'service', 'profile', 'successfully', 'completed', 'training', 'eg', 'retail', 'clerk', 'like', 'active', 'customer', 'advisor', 'customer', 'advisor', 'designingdecorating', 'retail', 'space', 'thing', 'work', 'independently', 'creatively', 'enjoy', 'working', 'team', 'ideally', 'certificate', 'expertise', 'crop', 'protection', 'task', 'sell', 'item', 'garden', 'supply', 'product', 'group', 'garden', 'accessory', 'soil', 'fertilizer', 'garden', 'tool', 'seed', 'flower', 'bulb', 'competent', 'specialist', 'consultant', 'happy', 'pas', 'knowledge', 'customer', 'support', 'purchasing', 'decision', 'supply', 'area', 'fresh', 'supply', 'love', 'presenting', 'range', 'creatively', 'emotionally', 'become', 'part', 'motivated', 'pflanzenkölle', 'family', 'tolerant', 'collegial', 'warm', 'working', 'environment', 'look', 'forward']","['wholesale', 'retail', 'trade', 'repair', 'motor', 'vehicle', 'motorcycle']"
"['warehouse', 'clerk', 'warehouse', 'employee', 'warehouse', 'logistics', 'specialist']","['warehouse', 'clerkwarehouse', 'employee', 'warehouse', 'logistics', 'specialist', 'plantskölle', 'family', 'business', '200year', 'tradition', 'run', '13', 'adventure', 'garden', 'center', 'throughout', 'germany', 'motto', 'ldquothe', 'customer', 'guestsrdquo', 'always', 'uptodate', 'range', 'fresh', 'good', 'addition', 'gardening', 'tree', 'nursery', 'two', 'location', 'attach', 'great', 'importance', 'highest', 'quality', 'product', 'regularly', 'analyzed', 'external', 'institute', 'tested', 'family', 'garden', 'green', 'future', 'grows', 'u', 'pay', 'travel', 'allowance', 'daily', 'commute', 'record', 'working', 'hour', 'minute', 'least', '28', 'day', 'vacation', 'provide', 'workwear', 'employee', 'receive', 'staff', 'purchase', 'discount', 'range', 'offer', 'wide', 'range', 'specialist', 'product', 'range', 'training', 'course', 'help', 'pflanzenkölle', 'employee', 'pc', 'program', 'mpp', 'current', 'computer', 'technology', 'also', 'used', 'privately', 'employee', 'opportunity', 'obtain', 'job', 'bike', 'attractive', 'condition', 'reward', 'referring', 'new', 'employee', 'employee', 'referral', 'program', 'receive', 'small', 'gift', 'special', 'occasion', 'easter', 'christmas', 'birthday', 'offer', 'individual', 'company', 'pension', 'scheme', 'graduated', 'employer', 'contribution', 'based', 'length', 'service', 'profile', 'ideally', 'successfully', 'completed', 'training', 'eg', 'warehouse', 'logistics', 'specialist', 'resilient', 'flexible', 'communicative', 'enjoy', 'working', 'team', 'reliable', 'work', 'independently', 'possession', 'valid', 'forklift', 'driver', 'license', 'experience', 'good', 'knowledge', 'german', 'task', 'check', 'incoming', 'good', 'quantity', 'quality', 'pack', 'put', 'away', 'good', 'take', 'care', 'carry', 'document', 'good', 'control', 'responsible', 'optimal', 'storage', 'good', 'using', 'forklift', 'lifting', 'platform', 'pallet', 'truck', 'transport', 'forward', 'good', 'operational', 'area', 'put', 'together', 'ordered', 'readytopickup', 'good', 'various', 'storage', 'location', 'responsible', 'packaging', 'safe', 'transport', 'provide', 'empty', 'become', 'part', 'motivated', 'pflanzenkölle', 'family', 'tolerant', 'collegial', 'warm', 'working', 'environment', 'look', 'forward']","['transportation', 'storage']"
"['nursing', 'service', 'outpatient', 'service']","['welcome', 'rocketmatch', 'specialist', 'recruiting', 'specialist', 'manager', 'field', 'medicine', 'nursing', 'attach', 'great', 'importance', 'personal', 'support', 'advice', 'discretion', 'along', 'entire', 'application', 'process', 'well', 'extensive', 'knowledge', 'industry', 'completely', 'free', 'charge', 'customer', 'outpatient', 'nursing', 'service', 'duisburg', 'looking', 'permanent', 'position', 'nursing', 'manager', 'outpatient', 'expect', 'permanent', 'employment', 'contract', 'average', 'salary', 'opportunity', 'company', 'car', 'clear', 'assignment', 'task', 'structured', 'induction', 'individual', 'training', 'education', 'offer', 'responsible', 'work', 'collegial', 'working', 'atmosphere', 'profile', 'completed', 'ongoing', 'training', 'become', 'nursing', 'service', 'manager', 'outpatient', 'care', 'completed', 'training', 'nursing', 'specialist', 'health', 'worker', 'desirable', 'management', 'experience', 'nursing', 'service', 'manager', 'outpatient', 'care', 'whether', 'recently', 'completed', 'apprenticeship', 'already', 'experienced', 'professional', 'life', 'welcome', 'applicant', 'age', 'well', 'career', 'starter', 'returnees', 'pleased', 'meet', 'interested', 'apply', 'phone', '0211', '54249680', 'via', 'application', 'form', 'also', 'welcome', 'email', 'application', 'document', 'directly', 'u', 'jobsatrocketmatchde', 'also', 'disposal', 'whatsapp', 'service', 'reach', 'u', '01635157186', 'better', 'readability', 'masculine', 'form', 'speech', 'used', 'text', 'text', 'applies', 'gender', 'taking', 'account', 'agg', '10383643nursing', 'service', 'outpatient', 'servicewelcome', 'rocketmatch', 'specialist', 'recruiting', 'specialist', 'manager', 'field', 'medicine', 'nursing', 'attach', 'great', 'importance', 'personal', 'support', 'advice', 'discretion', 'along', 'entire', 'application', 'process', 'well', 'extensive', 'knowledge', 'industry', 'completely', 'free', 'charge']","['human', 'health', 'social', 'work', 'activity']"
"['dental', 'assistant', 'zmf', 'zfa', 'zmp']","['looking', 'direct', 'placement', 'permanent', 'employment', 'dental', 'assistant', 'zmf', 'zfa', 'zmp', '80331', 'munich', 'want', 'part', 'great', 'team', 'modern', 'practice', 'field', 'dentistry', 'apply', 'position', 'offered', 'longterm', 'cooperation', 'attractive', 'salary', 'friendly', 'collegial', 'atmosphere', 'opportunity', 'education', 'training', 'large', 'varied', 'range', 'treatment', 'regulated', 'working', 'hour', 'warm', 'open', 'team', 'future', 'area', 'responsibility', 'assist', 'treatment', 'carry', 'professional', 'tooth', 'cleaning', 'independently', 'advise', 'patient', 'professionally', 'caries', 'periodontal', 'prophylactic', 'measure', 'implement', 'prophylactic', 'measure', 'tailored', 'patient', 'documentation', 'treatment', 'process', 'preparation', 'dental', 'impression', 'xrays', 'profile', 'completed', 'training', 'dental', 'assistant', 'zmf', 'zfa', 'zmp', 'empathy', 'patient', 'team', 'member', 'enjoy', 'working', 'team', 'desire', 'shape', 'practice', 'together', 'appreciation', 'understanding', 'value', 'hygiene', 'management', 'pleasure', 'professional', 'personal', 'training', 'dentistry', 'important', 'customer', 'independent', 'structured', 'reliable', 'way', 'working', 'fun', 'work', 'team', 'integration', 'skill', 'communicative', 'competence', 'courtesy', 'dealing', 'patient', 'openness', 'friendliness', 'patience', 'well', 'pleasure', 'dealing', 'people', 'go', 'please', 'apply', 'directly', 'online', 'clicking', 'apply', 'position', 'button', 'question', 'use', 'contact', 'detail', 'contact', 'person', 'advance', 'make', 'appointment', 'get', 'know', 'personally', 'discus', 'detail', 'onboarding', 'flight', 'altitude', 'new', 'team', 'member', 'receive', 'support', 'experienced', 'colleague', 'day', 'one', 'quickly', 'reach', 'flight', 'altitude', 'introduced', 'big', 'challenge', 'smaller', 'task', 'knowledge', 'building', 'take', 'place', 'internal', 'external', 'training', 'course', 'neyc', 'consulting', 'empathetic', 'solutionoriented', 'personal', 'finance', 'consultant', 'many', 'year', 'improving', 'internal', 'process', 'order', 'able', 'offer', 'customer', 'best', 'staffing', 'recruitment', 'solution', 'successfully', 'accompanied', 'many', 'personnel', 'matter', 'several', 'year', 'support', 'finding', 'best', 'talent', 'look', 'new', 'job', 'applicant', 'free', 'charge', 'anonymously', 'discreetly', 'job', 'advertisement', 'always', 'aimed', 'male', 'female', 'diverse', 'applicant', 'regardless', 'age', 'gender', 'origin', 'sexual', 'orientation', 'disability', 'religion', 'ideology', 'applicant', 'selected', 'solely', 'basis', 'qualification', 'sound', 'good', 'apply', 'look', 'forward', 'seeing']","['human', 'health', 'social', 'work', 'activity']"
"['specialist', 'surgical', 'experience']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'assistance', 'prosthetics', 'surgery', 'implantology', 'periodontology', 'treatment', 'documentation', 'xray', 'digital', 'want', 'completed', 'training', 'dental', 'assistant', 'comparable', 'qualification', 'op', 'experience', 'good', 'communication', 'skill', 'empathy', 'teamwork', 'reliability', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'position', 'doesnt', 'work', 'many', 'work', 'together', 'many', 'renowned', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
"['dental', 'assistant']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'prepare', 'instrument', 'needle', 'suture', 'supply', 'treatment', 'carry', 'preventive', 'measure', 'professional', 'tooth', 'cleaning', 'hand', 'instrument', 'filling', 'impression', 'material', 'suture', 'aid', 'receiving', 'caring', 'patient', 'want', 'completed', 'vocational', 'training', 'zmf', 'experience', 'prophylactic', 'treatment', 'friendly', 'pleasant', 'demeanor', 'dealing', 'patient', 'reliability', 'motivation', 'ability', 'work', 'team', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'position', 'doesnt', 'work', 'many', 'work', 'together', 'many', 'wellknown', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
"['medical', 'specialist', 'gynecology']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'care', 'care', 'gynecological', 'patient', 'carrying', 'measure', 'ordered', 'doctor', 'assisting', 'examination', 'treatment', 'care', 'documentation', 'want', 'completed', 'vocational', 'training', 'nurse', 'training', 'field', 'gynaecology', 'professional', 'social', 'personal', 'competence', 'sense', 'responsibility', 'commitment', 'flexibility', 'commitment', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'position', 'doesnt', 'work', 'many', 'work', 'together', 'many', 'wellknown', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
"['health', 'nurse']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'implementation', 'professional', 'basic', 'treatment', 'care', 'administration', 'medication', 'preparation', 'assistance', 'aftercare', 'want', 'training', 'nurse', 'comparable', 'qualification', 'empathy', 'patientoriented', 'way', 'working', 'empathy', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'position', 'doesnt', 'work', 'many', 'work', 'together', 'many', 'wellknown', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
"['elderly', 'nurse', 'gerontopsychiatrie']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'development', 'design', 'social', 'geriatric', 'psychiatric', 'care', 'basic', 'care', 'treatment', 'care', 'care', 'documentation', 'want', 'completed', 'training', 'geriatric', 'nurse', 'training', 'geriatric', 'psychiatric', 'specialist', 'empathy', 'sense', 'responsibility', 'ability', 'work', 'team', 'flexibility', 'high', 'degree', 'reliability', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'position', 'doesnt', 'work', 'many', 'work', 'together', 'many', 'wellknown', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
"['nursing', 'specialist', 'clinic']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'caring', 'elderly', 'people', 'need', 'help', 'basic', 'treatment', 'care', 'administration', 'medication', 'documentation', 'care', 'want', 'completed', 'recognized', 'training', 'geriatric', 'nurse', 'nurse', 'commitment', 'ability', 'work', 'team', 'sense', 'responsibility', 'high', 'level', 'social', 'skill', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'doesnt', 'work', 'exactly', 'position', 'many', 'work', 'together', 'many', 'wellknown', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
"['elderly', 'nurse', 'inpatient', 'care']","['rocura', 'different', 'individual', 'unique', 'personnel', 'service', 'provider', 'health', 'social', 'sector', 'know', 'exactly', 'institution', 'tick', 'job', 'location', 'particularly', 'exciting', 'fulfill', 'dream', 'personal', 'career', 'long', 'term', 'become', 'part', 'team', 'enjoy', 'diversity', 'new', 'job', 'awaits', 'implementation', 'basic', 'treatment', 'care', 'carrying', 'nursing', 'visit', 'preparation', 'care', 'anamnesis', 'care', 'plan', 'proper', 'execution', 'medical', 'order', 'want', 'completed', 'vocational', 'training', 'nursing', 'specialist', 'pleasure', 'dealing', 'people', 'need', 'help', 'responsible', 'flexible', 'reliable', 'work', 'sound', 'interesting', 'apply', 'talk', 'u', 'wish', 'exactly', 'imagine', 'personal', 'future', 'take', 'need', 'seriously', 'position', 'doesnt', 'work', 'many', 'work', 'together', 'many', 'wellknown', 'institution', 'throughout', 'germany']","['human', 'health', 'social', 'work', 'activity']"
